Branch,Job Role,Course Name,Platform,Course Link
Data Science,Field/Application Engineer,Project Management,NPTEL,https://nptel.ac.in/courses/110104073
Data Science,Field/Application Engineer,Machine Learning Specialization,Coursera,https://www.coursera.org/specializations/machine-learning-introduction
Data Science,Field/Application Engineer,AutoCAD Complete Course,Udemy,https://www.udemy.com/course/autocad-complete-course/
Data Science,Field/Application Engineer,Data Science Professional Certificate,edX,https://www.edx.org/professional-certificate/harvardx-data-science
Data Science,Field/Application Engineer,Six Sigma Yellow Belt,Coursera,https://www.coursera.org/learn/six-sigma-yellow-belt
Data Science,Project Engineer (Junior),Engineering Mechanics,NPTEL,https://nptel.ac.in/courses/112105124
Data Science,Project Engineer (Junior),Project Management,NPTEL,https://nptel.ac.in/courses/110104073
Data Science,Project Engineer (Junior),Machine Learning Specialization,Coursera,https://www.coursera.org/specializations/machine-learning-introduction
Data Science,Project Engineer (Junior),AutoCAD Complete Course,Udemy,https://www.udemy.com/course/autocad-complete-course/
Data Science,Project Engineer (Junior),Data Science Professional Certificate,edX,https://www.edx.org/professional-certificate/harvardx-data-science
Data Science,Project Engineer (Junior),Six Sigma Yellow Belt,Coursera,https://www.coursera.org/learn/six-sigma-yellow-belt
Data Science,Specialisation-based Entry Role,Engineering Mechanics,NPTEL,https://nptel.ac.in/courses/112105124
Data Science,Specialisation-based Entry Role,Project Management,NPTEL,https://nptel.ac.in/courses/110104073
Data Science,Specialisation-based Entry Role,Machine Learning Specialization,Coursera,https://www.coursera.org/specializations/machine-learning-introduction
Data Science,Specialisation-based Entry Role,AutoCAD Complete Course,Udemy,https://www.udemy.com/course/autocad-complete-course/
Data Science,Specialisation-based Entry Role,Data Science Professional Certificate,edX,https://www.edx.org/professional-certificate/harvardx-data-science
Data Science,Specialisation-based Entry Role,Six Sigma Yellow Belt,Coursera,https://www.coursera.org/learn/six-sigma-yellow-belt
Automobile Engineering,Graduate Engineer Trainee,Engineering Mechanics,NPTEL,https://nptel.ac.in/courses/112105124
Automobile Engineering,Graduate Engineer Trainee,Project Management,NPTEL,https://nptel.ac.in/courses/110104073
Automobile Engineering,Graduate Engineer Trainee,Machine Learning Specialization,Coursera,https://www.coursera.org/specializations/machine-learning-introduction
Automobile Engineering,Graduate Engineer Trainee,AutoCAD Complete Course,Udemy,https://www.udemy.com/course/autocad-complete-course/
Automobile Engineering,Graduate Engineer Trainee,Data Science Professional Certificate,edX,https://www.edx.org/professional-certificate/harvardx-data-science
Automobile Engineering,Graduate Engineer Trainee,Six Sigma Yellow Belt,Coursera,https://www.coursera.org/learn/six-sigma-yellow-belt
Automobile Engineering,Design Engineer (Entry Level),Engineering Mechanics,NPTEL,https://nptel.ac.in/courses/112105124
Automobile Engineering,Design Engineer (Entry Level),Project Management,NPTEL,https://nptel.ac.in/courses/110104073
Automobile Engineering,Design Engineer (Entry Level),Machine Learning Specialization,Coursera,https://www.coursera.org/specializations/machine-learning-introduction
Automobile Engineering,Design Engineer (Entry Level),AutoCAD Complete Course,Udemy,https://www.udemy.com/course/autocad-complete-course/
Automobile Engineering,Design Engineer (Entry Level),Data Science Professional Certificate,edX,https://www.edx.org/professional-certificate/harvardx-data-science
Automobile Engineering,Design Engineer (Entry Level),Six Sigma Yellow Belt,Coursera,https://www.coursera.org/learn/six-sigma-yellow-belt
Automobile Engineering,Production/Manufacturing Engineer,Engineering Mechanics,NPTEL,https://nptel.ac.in/courses/112105124
Automobile Engineering,Production/Manufacturing Engineer,Project Management,NPTEL,https://nptel.ac.in/courses/110104073
Automobile Engineering,Production/Manufacturing Engineer,Machine Learning Specialization,Coursera,https://www.coursera.org/specializations/machine-learning-introduction
Automobile Engineering,Production/Manufacturing Engineer,AutoCAD Complete Course,Udemy,https://www.udemy.com/course/autocad-complete-course/
Automobile Engineering,Production/Manufacturing Engineer,Data Science Professional Certificate,edX,https://www.edx.org/professional-certificate/harvardx-data-science
Automobile Engineering,Production/Manufacturing Engineer,Six Sigma Yellow Belt,Coursera,https://www.coursera.org/learn/six-sigma-yellow-belt
Automobile Engineering,Quality Assurance Engineer,Engineering Mechanics,NPTEL,https://nptel.ac.in/courses/112105124
Automobile Engineering,Quality Assurance Engineer,Project Management,NPTEL,https://nptel.ac.in/courses/110104073
Automobile Engineering,Quality Assurance Engineer,Machine Learning Specialization,Coursera,https://www.coursera.org/specializations/machine-learning-introduction
Automobile Engineering,Quality Assurance Engineer,AutoCAD Complete Course,Udemy,https://www.udemy.com/course/autocad-complete-course/
Automobile Engineering,Quality Assurance Engineer,Data Science Professional Certificate,edX,https://www.edx.org/professional-certificate/harvardx-data-science
Automobile Engineering,Quality Assurance Engineer,Six Sigma Yellow Belt,Coursera,https://www.coursera.org/learn/six-sigma-yellow-belt
Automobile Engineering,R&D Engineer (Entry Level),Engineering Mechanics,NPTEL,https://nptel.ac.in/courses/112105124
Automobile Engineering,R&D Engineer (Entry Level),Project Management,NPTEL,https://nptel.ac.in/courses/110104073
Automobile Engineering,R&D Engineer (Entry Level),Machine Learning Specialization,Coursera,https://www.coursera.org/specializations/machine-learning-introduction
Automobile Engineering,R&D Engineer (Entry Level),AutoCAD Complete Course,Udemy,https://www.udemy.com/course/autocad-complete-course/
Automobile Engineering,R&D Engineer (Entry Level),Data Science Professional Certificate,edX,https://www.edx.org/professional-certificate/harvardx-data-science
Automobile Engineering,R&D Engineer (Entry Level),Six Sigma Yellow Belt,Coursera,https://www.coursera.org/learn/six-sigma-yellow-belt
Automobile Engineering,Maintenance/Operations Engineer,Engineering Mechanics,NPTEL,https://nptel.ac.in/courses/112105124
Automobile Engineering,Maintenance/Operations Engineer,Project Management,NPTEL,https://nptel.ac.in/courses/110104073
Automobile Engineering,Maintenance/Operations Engineer,Machine Learning Specialization,Coursera,https://www.coursera.org/specializations/machine-learning-introduction
Automobile Engineering,Maintenance/Operations Engineer,AutoCAD Complete Course,Udemy,https://www.udemy.com/course/autocad-complete-course/
Automobile Engineering,Maintenance/Operations Engineer,Data Science Professional Certificate,edX,https://www.edx.org/professional-certificate/harvardx-data-science
Automobile Engineering,Maintenance/Operations Engineer,Six Sigma Yellow Belt,Coursera,https://www.coursera.org/learn/six-sigma-yellow-belt
Automobile Engineering,Testing/Validation Engineer,Engineering Mechanics,NPTEL,https://nptel.ac.in/courses/112105124
Automobile Engineering,Testing/Validation Engineer,Project Management,NPTEL,https://nptel.ac.in/courses/110104073
Automobile Engineering,Testing/Validation Engineer,Machine Learning Specialization,Coursera,https://www.coursera.org/specializations/machine-learning-introduction
Automobile Engineering,Testing/Validation Engineer,AutoCAD Complete Course,Udemy,https://www.udemy.com/course/autocad-complete-course/
Automobile Engineering,Testing/Validation Engineer,Data Science Professional Certificate,edX,https://www.edx.org/professional-certificate/harvardx-data-science
Automobile Engineering,Testing/Validation Engineer,Six Sigma Yellow Belt,Coursera,https://www.coursera.org/learn/six-sigma-yellow-belt
Automobile Engineering,Field/Application Engineer,Engineering Mechanics,NPTEL,https://nptel.ac.in/courses/112105124
Automobile Engineering,Field/Application Engineer,Project Management,NPTEL,https://nptel.ac.in/courses/110104073
Automobile Engineering,Field/Application Engineer,Machine Learning Specialization,Coursera,https://www.coursera.org/specializations/machine-learning-introduction
Automobile Engineering,Field/Application Engineer,AutoCAD Complete Course,Udemy,https://www.udemy.com/course/autocad-complete-course/
Automobile Engineering,Field/Application Engineer,Data Science Professional Certificate,edX,https://www.edx.org/professional-certificate/harvardx-data-science
Automobile Engineering,Field/Application Engineer,Six Sigma Yellow Belt,Coursera,https://www.coursera.org/learn/six-sigma-yellow-belt
Automobile Engineering,Project Engineer (Junior),Engineering Mechanics,NPTEL,https://nptel.ac.in/courses/112105124
Automobile Engineering,Project Engineer (Junior),Project Management,NPTEL,https://nptel.ac.in/courses/110104073
Automobile Engineering,Project Engineer (Junior),Machine Learning Specialization,Coursera,https://www.coursera.org/specializations/machine-learning-introduction
Automobile Engineering,Project Engineer (Junior),AutoCAD Complete Course,Udemy,https://www.udemy.com/course/autocad-complete-course/
Automobile Engineering,Project Engineer (Junior),Data Science Professional Certificate,edX,https://www.edx.org/professional-certificate/harvardx-data-science
Automobile Engineering,Project Engineer (Junior),Six Sigma Yellow Belt,Coursera,https://www.coursera.org/learn/six-sigma-yellow-belt
Automobile Engineering,Specialisation-based Entry Role,Engineering Mechanics,NPTEL,https://nptel.ac.in/courses/112105124
Automobile Engineering,Specialisation-based Entry Role,Project Management,NPTEL,https://nptel.ac.in/courses/110104073
Automobile Engineering,Specialisation-based Entry Role,Machine Learning Specialization,Coursera,https://www.coursera.org/specializations/machine-learning-introduction
Automobile Engineering,Specialisation-based Entry Role,AutoCAD Complete Course,Udemy,https://www.udemy.com/course/autocad-complete-course/
Automobile Engineering,Specialisation-based Entry Role,Data Science Professional Certificate,edX,https://www.edx.org/professional-certificate/harvardx-data-science
Automobile Engineering,Specialisation-based Entry Role,Six Sigma Yellow Belt,Coursera,https://www.coursera.org/learn/six-sigma-yellow-belt
Automation Engineering,Graduate Engineer Trainee,Engineering Mechanics,NPTEL,https://nptel.ac.in/courses/112105124
Automation Engineering,Graduate Engineer Trainee,Project Management,NPTEL,https://nptel.ac.in/courses/110104073
Automation Engineering,Graduate Engineer Trainee,Machine Learning Specialization,Coursera,https://www.coursera.org/specializations/machine-learning-introduction
Automation Engineering,Graduate Engineer Trainee,AutoCAD Complete Course,Udemy,https://www.udemy.com/course/autocad-complete-course/
Automation Engineering,Graduate Engineer Trainee,Data Science Professional Certificate,edX,https://www.edx.org/professional-certificate/harvardx-data-science
Automation Engineering,Graduate Engineer Trainee,Six Sigma Yellow Belt,Coursera,https://www.coursera.org/learn/six-sigma-yellow-belt
Automation Engineering,Design Engineer (Entry Level),Engineering Mechanics,NPTEL,https://nptel.ac.in/courses/112105124
Automation Engineering,Design Engineer (Entry Level),Project Management,NPTEL,https://nptel.ac.in/courses/110104073
Automation Engineering,Design Engineer (Entry Level),Machine Learning Specialization,Coursera,https://www.coursera.org/specializations/machine-learning-introduction
Automation Engineering,Design Engineer (Entry Level),AutoCAD Complete Course,Udemy,https://www.udemy.com/course/autocad-complete-course/
Automation Engineering,Design Engineer (Entry Level),Data Science Professional Certificate,edX,https://www.edx.org/professional-certificate/harvardx-data-science
Automation Engineering,Design Engineer (Entry Level),Six Sigma Yellow Belt,Coursera,https://www.coursera.org/learn/six-sigma-yellow-belt
Automation Engineering,Production/Manufacturing Engineer,Engineering Mechanics,NPTEL,https://nptel.ac.in/courses/112105124
Automation Engineering,Production/Manufacturing Engineer,Project Management,NPTEL,https://nptel.ac.in/courses/110104073
Automation Engineering,Production/Manufacturing Engineer,Machine Learning Specialization,Coursera,https://www.coursera.org/specializations/machine-learning-introduction
Automation Engineering,Production/Manufacturing Engineer,AutoCAD Complete Course,Udemy,https://www.udemy.com/course/autocad-complete-course/
Automation Engineering,Production/Manufacturing Engineer,Data Science Professional Certificate,edX,https://www.edx.org/professional-certificate/harvardx-data-science
Automation Engineering,Production/Manufacturing Engineer,Six Sigma Yellow Belt,Coursera,https://www.coursera.org/learn/six-sigma-yellow-belt
Automation Engineering,Quality Assurance Engineer,Engineering Mechanics,NPTEL,https://nptel.ac.in/courses/112105124
Automation Engineering,Quality Assurance Engineer,Project Management,NPTEL,https://nptel.ac.in/courses/110104073
Automation Engineering,Quality Assurance Engineer,Machine Learning Specialization,Coursera,https://www.coursera.org/specializations/machine-learning-introduction
Automation Engineering,Quality Assurance Engineer,AutoCAD Complete Course,Udemy,https://www.udemy.com/course/autocad-complete-course/
Automation Engineering,Quality Assurance Engineer,Data Science Professional Certificate,edX,https://www.edx.org/professional-certificate/harvardx-data-science
Automation Engineering,Quality Assurance Engineer,Six Sigma Yellow Belt,Coursera,https://www.coursera.org/learn/six-sigma-yellow-belt
Automation Engineering,R&D Engineer (Entry Level),Engineering Mechanics,NPTEL,https://nptel.ac.in/courses/112105124
Automation Engineering,R&D Engineer (Entry Level),Project Management,NPTEL,https://nptel.ac.in/courses/110104073
Automation Engineering,R&D Engineer (Entry Level),Machine Learning Specialization,Coursera,https://www.coursera.org/specializations/machine-learning-introduction
Automation Engineering,R&D Engineer (Entry Level),AutoCAD Complete Course,Udemy,https://www.udemy.com/course/autocad-complete-course/
Automation Engineering,R&D Engineer (Entry Level),Data Science Professional Certificate,edX,https://www.edx.org/professional-certificate/harvardx-data-science
Automation Engineering,R&D Engineer (Entry Level),Six Sigma Yellow Belt,Coursera,https://www.coursera.org/learn/six-sigma-yellow-belt
Automation Engineering,Maintenance/Operations Engineer,Engineering Mechanics,NPTEL,https://nptel.ac.in/courses/112105124
Automation Engineering,Maintenance/Operations Engineer,Project Management,NPTEL,https://nptel.ac.in/courses/110104073
Automation Engineering,Maintenance/Operations Engineer,Machine Learning Specialization,Coursera,https://www.coursera.org/specializations/machine-learning-introduction
Automation Engineering,Maintenance/Operations Engineer,AutoCAD Complete Course,Udemy,https://www.udemy.com/course/autocad-complete-course/
Automation Engineering,Maintenance/Operations Engineer,Data Science Professional Certificate,edX,https://www.edx.org/professional-certificate/harvardx-data-science
Automation Engineering,Maintenance/Operations Engineer,Six Sigma Yellow Belt,Coursera,https://www.coursera.org/learn/six-sigma-yellow-belt
Automation Engineering,Testing/Validation Engineer,Engineering Mechanics,NPTEL,https://nptel.ac.in/courses/112105124
Automation Engineering,Testing/Validation Engineer,Project Management,NPTEL,https://nptel.ac.in/courses/110104073
Automation Engineering,Testing/Validation Engineer,Machine Learning Specialization,Coursera,https://www.coursera.org/specializations/machine-learning-introduction
Automation Engineering,Testing/Validation Engineer,AutoCAD Complete Course,Udemy,https://www.udemy.com/course/autocad-complete-course/
Automation Engineering,Testing/Validation Engineer,Data Science Professional Certificate,edX,https://www.edx.org/professional-certificate/harvardx-data-science
Automation Engineering,Testing/Validation Engineer,Six Sigma Yellow Belt,Coursera,https://www.coursera.org/learn/six-sigma-yellow-belt
Automation Engineering,Field/Application Engineer,Engineering Mechanics,NPTEL,https://nptel.ac.in/courses/112105124
Automation Engineering,Field/Application Engineer,Project Management,NPTEL,https://nptel.ac.in/courses/110104073
Automation Engineering,Field/Application Engineer,Machine Learning Specialization,Coursera,https://www.coursera.org/specializations/machine-learning-introduction
Automation Engineering,Field/Application Engineer,AutoCAD Complete Course,Udemy,https://www.udemy.com/course/autocad-complete-course/
Automation Engineering,Field/Application Engineer,Data Science Professional Certificate,edX,https://www.edx.org/professional-certificate/harvardx-data-science
Automation Engineering,Field/Application Engineer,Six Sigma Yellow Belt,Coursera,https://www.coursera.org/learn/six-sigma-yellow-belt
Automation Engineering,Project Engineer (Junior),Engineering Mechanics,NPTEL,https://nptel.ac.in/courses/112105124
Automation Engineering,Project Engineer (Junior),Project Management,NPTEL,https://nptel.ac.in/courses/110104073
Automation Engineering,Project Engineer (Junior),Machine Learning Specialization,Coursera,https://www.coursera.org/specializations/machine-learning-introduction
Automation Engineering,Project Engineer (Junior),AutoCAD Complete Course,Udemy,https://www.udemy.com/course/autocad-complete-course/
Automation Engineering,Project Engineer (Junior),Data Science Professional Certificate,edX,https://www.edx.org/professional-certificate/harvardx-data-science
Automation Engineering,Project Engineer (Junior),Six Sigma Yellow Belt,Coursera,https://www.coursera.org/learn/six-sigma-yellow-belt
Automation Engineering,Specialisation-based Entry Role,Engineering Mechanics,NPTEL,https://nptel.ac.in/courses/112105124
Automation Engineering,Specialisation-based Entry Role,Project Management,NPTEL,https://nptel.ac.in/courses/110104073
Automation Engineering,Specialisation-based Entry Role,Machine Learning Specialization,Coursera,https://www.coursera.org/specializations/machine-learning-introduction
Automation Engineering,Specialisation-based Entry Role,AutoCAD Complete Course,Udemy,https://www.udemy.com/course/autocad-complete-course/
Automation Engineering,Specialisation-based Entry Role,Data Science Professional Certificate,edX,https://www.edx.org/professional-certificate/harvardx-data-science
Automation Engineering,Specialisation-based Entry Role,Six Sigma Yellow Belt,Coursera,https://www.coursera.org/learn/six-sigma-yellow-belt
Mechanical and Automation Engineering,Graduate Engineer Trainee,Engineering Mechanics,NPTEL,https://nptel.ac.in/courses/112105124
Mechanical and Automation Engineering,Graduate Engineer Trainee,Project Management,NPTEL,https://nptel.ac.in/courses/110104073
Mechanical and Automation Engineering,Graduate Engineer Trainee,Machine Learning Specialization,Coursera,https://www.coursera.org/specializations/machine-learning-introduction
Mechanical and Automation Engineering,Graduate Engineer Trainee,AutoCAD Complete Course,Udemy,https://www.udemy.com/course/autocad-complete-course/
Mechanical and Automation Engineering,Graduate Engineer Trainee,Data Science Professional Certificate,edX,https://www.edx.org/professional-certificate/harvardx-data-science
Mechanical and Automation Engineering,Graduate Engineer Trainee,Six Sigma Yellow Belt,Coursera,https://www.coursera.org/learn/six-sigma-yellow-belt
Mechanical and Automation Engineering,Design Engineer (Entry Level),Engineering Mechanics,NPTEL,https://nptel.ac.in/courses/112105124
Mechanical and Automation Engineering,Design Engineer (Entry Level),Project Management,NPTEL,https://nptel.ac.in/courses/110104073
Mechanical and Automation Engineering,Design Engineer (Entry Level),Machine Learning Specialization,Coursera,https://www.coursera.org/specializations/machine-learning-introduction
Mechanical and Automation Engineering,Design Engineer (Entry Level),AutoCAD Complete Course,Udemy,https://www.udemy.com/course/autocad-complete-course/
Mechanical and Automation Engineering,Design Engineer (Entry Level),Data Science Professional Certificate,edX,https://www.edx.org/professional-certificate/harvardx-data-science
Mechanical and Automation Engineering,Design Engineer (Entry Level),Six Sigma Yellow Belt,Coursera,https://www.coursera.org/learn/six-sigma-yellow-belt
Mechanical and Automation Engineering,Production/Manufacturing Engineer,Engineering Mechanics,NPTEL,https://nptel.ac.in/courses/112105124
Mechanical and Automation Engineering,Production/Manufacturing Engineer,Project Management,NPTEL,https://nptel.ac.in/courses/110104073
Mechanical and Automation Engineering,Production/Manufacturing Engineer,Machine Learning Specialization,Coursera,https://www.coursera.org/specializations/machine-learning-introduction
Mechanical and Automation Engineering,Production/Manufacturing Engineer,AutoCAD Complete Course,Udemy,https://www.udemy.com/course/autocad-complete-course/
Mechanical and Automation Engineering,Production/Manufacturing Engineer,Data Science Professional Certificate,edX,https://www.edx.org/professional-certificate/harvardx-data-science
Mechanical and Automation Engineering,Production/Manufacturing Engineer,Six Sigma Yellow Belt,Coursera,https://www.coursera.org/learn/six-sigma-yellow-belt
Mechanical and Automation Engineering,Quality Assurance Engineer,Engineering Mechanics,NPTEL,https://nptel.ac.in/courses/112105124
Mechanical and Automation Engineering,Quality Assurance Engineer,Project Management,NPTEL,https://nptel.ac.in/courses/110104073
Mechanical and Automation Engineering,Quality Assurance Engineer,Machine Learning Specialization,Coursera,https://www.coursera.org/specializations/machine-learning-introduction
Mechanical and Automation Engineering,Quality Assurance Engineer,AutoCAD Complete Course,Udemy,https://www.udemy.com/course/autocad-complete-course/
Mechanical and Automation Engineering,Quality Assurance Engineer,Data Science Professional Certificate,edX,https://www.edx.org/professional-certificate/harvardx-data-science
Mechanical and Automation Engineering,Quality Assurance Engineer,Six Sigma Yellow Belt,Coursera,https://www.coursera.org/learn/six-sigma-yellow-belt
Mechanical and Automation Engineering,R&D Engineer (Entry Level),Engineering Mechanics,NPTEL,https://nptel.ac.in/courses/112105124
Mechanical and Automation Engineering,R&D Engineer (Entry Level),Project Management,NPTEL,https://nptel.ac.in/courses/110104073
Mechanical and Automation Engineering,R&D Engineer (Entry Level),Machine Learning Specialization,Coursera,https://www.coursera.org/specializations/machine-learning-introduction
Mechanical and Automation Engineering,R&D Engineer (Entry Level),AutoCAD Complete Course,Udemy,https://www.udemy.com/course/autocad-complete-course/
Mechanical and Automation Engineering,R&D Engineer (Entry Level),Data Science Professional Certificate,edX,https://www.edx.org/professional-certificate/harvardx-data-science
Mechanical and Automation Engineering,R&D Engineer (Entry Level),Six Sigma Yellow Belt,Coursera,https://www.coursera.org/learn/six-sigma-yellow-belt
Mechanical and Automation Engineering,Maintenance/Operations Engineer,Engineering Mechanics,NPTEL,https://nptel.ac.in/courses/112105124
Mechanical and Automation Engineering,Maintenance/Operations Engineer,Project Management,NPTEL,https://nptel.ac.in/courses/110104073
Mechanical and Automation Engineering,Maintenance/Operations Engineer,Machine Learning Specialization,Coursera,https://www.coursera.org/specializations/machine-learning-introduction
Mechanical and Automation Engineering,Maintenance/Operations Engineer,AutoCAD Complete Course,Udemy,https://www.udemy.com/course/autocad-complete-course/
Mechanical and Automation Engineering,Maintenance/Operations Engineer,Data Science Professional Certificate,edX,https://www.edx.org/professional-certificate/harvardx-data-science
Mechanical and Automation Engineering,Maintenance/Operations Engineer,Six Sigma Yellow Belt,Coursera,https://www.coursera.org/learn/six-sigma-yellow-belt
Mechanical and Automation Engineering,Testing/Validation Engineer,Engineering Mechanics,NPTEL,https://nptel.ac.in/courses/112105124
Mechanical and Automation Engineering,Testing/Validation Engineer,Project Management,NPTEL,https://nptel.ac.in/courses/110104073
Mechanical and Automation Engineering,Testing/Validation Engineer,Machine Learning Specialization,Coursera,https://www.coursera.org/specializations/machine-learning-introduction
Mechanical and Automation Engineering,Testing/Validation Engineer,AutoCAD Complete Course,Udemy,https://www.udemy.com/course/autocad-complete-course/
Mechanical and Automation Engineering,Testing/Validation Engineer,Data Science Professional Certificate,edX,https://www.edx.org/professional-certificate/harvardx-data-science
Mechanical and Automation Engineering,Testing/Validation Engineer,Six Sigma Yellow Belt,Coursera,https://www.coursera.org/learn/six-sigma-yellow-belt
Mechanical and Automation Engineering,Field/Application Engineer,Engineering Mechanics,NPTEL,https://nptel.ac.in/courses/112105124
Mechanical and Automation Engineering,Field/Application Engineer,Project Management,NPTEL,https://nptel.ac.in/courses/110104073
Mechanical and Automation Engineering,Field/Application Engineer,Machine Learning Specialization,Coursera,https://www.coursera.org/specializations/machine-learning-introduction
Mechanical and Automation Engineering,Field/Application Engineer,AutoCAD Complete Course,Udemy,https://www.udemy.com/course/autocad-complete-course/
Mechanical and Automation Engineering,Field/Application Engineer,Data Science Professional Certificate,edX,https://www.edx.org/professional-certificate/harvardx-data-science
Mechanical and Automation Engineering,Field/Application Engineer,Six Sigma Yellow Belt,Coursera,https://www.coursera.org/learn/six-sigma-yellow-belt
Mechanical and Automation Engineering,Project Engineer (Junior),Engineering Mechanics,NPTEL,https://nptel.ac.in/courses/112105124
Mechanical and Automation Engineering,Project Engineer (Junior),Project Management,NPTEL,https://nptel.ac.in/courses/110104073
Mechanical and Automation Engineering,Project Engineer (Junior),Machine Learning Specialization,Coursera,https://www.coursera.org/specializations/machine-learning-introduction
Mechanical and Automation Engineering,Project Engineer (Junior),AutoCAD Complete Course,Udemy,https://www.udemy.com/course/autocad-complete-course/
Mechanical and Automation Engineering,Project Engineer (Junior),Data Science Professional Certificate,edX,https://www.edx.org/professional-certificate/harvardx-data-science
Mechanical and Automation Engineering,Project Engineer (Junior),Six Sigma Yellow Belt,Coursera,https://www.coursera.org/learn/six-sigma-yellow-belt
Mechanical and Automation Engineering,Specialisation-based Entry Role,Engineering Mechanics,NPTEL,https://nptel.ac.in/courses/112105124
Mechanical and Automation Engineering,Specialisation-based Entry Role,Project Management,NPTEL,https://nptel.ac.in/courses/110104073
Mechanical and Automation Engineering,Specialisation-based Entry Role,Machine Learning Specialization,Coursera,https://www.coursera.org/specializations/machine-learning-introduction
Mechanical and Automation Engineering,Specialisation-based Entry Role,AutoCAD Complete Course,Udemy,https://www.udemy.com/course/autocad-complete-course/
Mechanical and Automation Engineering,Specialisation-based Entry Role,Data Science Professional Certificate,edX,https://www.edx.org/professional-certificate/harvardx-data-science
Mechanical and Automation Engineering,Specialisation-based Entry Role,Six Sigma Yellow Belt,Coursera,https://www.coursera.org/learn/six-sigma-yellow-belt
Mechatronics Engineering,Graduate Engineer Trainee,Engineering Mechanics,NPTEL,https://nptel.ac.in/courses/112105124
Mechatronics Engineering,Graduate Engineer Trainee,Project Management,NPTEL,https://nptel.ac.in/courses/110104073
Mechatronics Engineering,Graduate Engineer Trainee,Machine Learning Specialization,Coursera,https://www.coursera.org/specializations/machine-learning-introduction
Mechatronics Engineering,Graduate Engineer Trainee,AutoCAD Complete Course,Udemy,https://www.udemy.com/course/autocad-complete-course/
Mechatronics Engineering,Graduate Engineer Trainee,Data Science Professional Certificate,edX,https://www.edx.org/professional-certificate/harvardx-data-science
Mechatronics Engineering,Graduate Engineer Trainee,Six Sigma Yellow Belt,Coursera,https://www.coursera.org/learn/six-sigma-yellow-belt
Mechatronics Engineering,Design Engineer (Entry Level),Engineering Mechanics,NPTEL,https://nptel.ac.in/courses/112105124
Mechatronics Engineering,Design Engineer (Entry Level),Project Management,NPTEL,https://nptel.ac.in/courses/110104073
Mechatronics Engineering,Design Engineer (Entry Level),Machine Learning Specialization,Coursera,https://www.coursera.org/specializations/machine-learning-introduction
Mechatronics Engineering,Design Engineer (Entry Level),AutoCAD Complete Course,Udemy,https://www.udemy.com/course/autocad-complete-course/
Mechatronics Engineering,Design Engineer (Entry Level),Data Science Professional Certificate,edX,https://www.edx.org/professional-certificate/harvardx-data-science
Mechatronics Engineering,Design Engineer (Entry Level),Six Sigma Yellow Belt,Coursera,https://www.coursera.org/learn/six-sigma-yellow-belt
Mechatronics Engineering,Production/Manufacturing Engineer,Engineering Mechanics,NPTEL,https://nptel.ac.in/courses/112105124
Mechatronics Engineering,Production/Manufacturing Engineer,Project Management,NPTEL,https://nptel.ac.in/courses/110104073
Mechatronics Engineering,Production/Manufacturing Engineer,Machine Learning Specialization,Coursera,https://www.coursera.org/specializations/machine-learning-introduction
Mechatronics Engineering,Production/Manufacturing Engineer,AutoCAD Complete Course,Udemy,https://www.udemy.com/course/autocad-complete-course/
Mechatronics Engineering,Production/Manufacturing Engineer,Data Science Professional Certificate,edX,https://www.edx.org/professional-certificate/harvardx-data-science
Mechatronics Engineering,Production/Manufacturing Engineer,Six Sigma Yellow Belt,Coursera,https://www.coursera.org/learn/six-sigma-yellow-belt
Mechatronics Engineering,Quality Assurance Engineer,Engineering Mechanics,NPTEL,https://nptel.ac.in/courses/112105124
Mechatronics Engineering,Quality Assurance Engineer,Project Management,NPTEL,https://nptel.ac.in/courses/110104073
Mechatronics Engineering,Quality Assurance Engineer,Machine Learning Specialization,Coursera,https://www.coursera.org/specializations/machine-learning-introduction
Mechatronics Engineering,Quality Assurance Engineer,AutoCAD Complete Course,Udemy,https://www.udemy.com/course/autocad-complete-course/
Mechatronics Engineering,Quality Assurance Engineer,Data Science Professional Certificate,edX,https://www.edx.org/professional-certificate/harvardx-data-science
Mechatronics Engineering,Quality Assurance Engineer,Six Sigma Yellow Belt,Coursera,https://www.coursera.org/learn/six-sigma-yellow-belt
Mechatronics Engineering,R&D Engineer (Entry Level),Engineering Mechanics,NPTEL,https://nptel.ac.in/courses/112105124
Mechatronics Engineering,R&D Engineer (Entry Level),Project Management,NPTEL,https://nptel.ac.in/courses/110104073
Mechatronics Engineering,R&D Engineer (Entry Level),Machine Learning Specialization,Coursera,https://www.coursera.org/specializations/machine-learning-introduction
Mechatronics Engineering,R&D Engineer (Entry Level),AutoCAD Complete Course,Udemy,https://www.udemy.com/course/autocad-complete-course/
Mechatronics Engineering,R&D Engineer (Entry Level),Data Science Professional Certificate,edX,https://www.edx.org/professional-certificate/harvardx-data-science
Mechatronics Engineering,R&D Engineer (Entry Level),Six Sigma Yellow Belt,Coursera,https://www.coursera.org/learn/six-sigma-yellow-belt
Mechatronics Engineering,Maintenance/Operations Engineer,Engineering Mechanics,NPTEL,https://nptel.ac.in/courses/112105124
Mechatronics Engineering,Maintenance/Operations Engineer,Project Management,NPTEL,https://nptel.ac.in/courses/110104073
Mechatronics Engineering,Maintenance/Operations Engineer,Machine Learning Specialization,Coursera,https://www.coursera.org/specializations/machine-learning-introduction
Mechatronics Engineering,Maintenance/Operations Engineer,AutoCAD Complete Course,Udemy,https://www.udemy.com/course/autocad-complete-course/
