ALL UNIVERSITIES,,,,,,
(As on Date:  12-2-2026  15:20:32),,,,,,
Aishe Code,Name,State,District,Website,Year Of Establishment,Location
U-1009,Indian Institute of Management Kashipur,Uttarakhand,Udham Singh Nagar,www.iimkashipur.ac.in,2011,Rural
U-1019,"Indian Institute of Management, Kolkata",West Bengal,South 24 Parganas,www.iimcal.ac.in,1961,Urban
U-1013,Indian Institute of Management Kozhikode,Kerala,Kozhikode,www.iimk.ac.in,1996,Urban
U-1008,Indian Institute of Management Lucknow,Uttar Pradesh,Lucknow,www.iiml.ac.in,1984,Urban
U-1283,"Indian Institute of Management,Mumbai",Maharashtra,Mumbai,https://www.iimmumbai.ac.in,-,Urban
U-1018,"Indian Institute of Management, Nagpur",Maharashtra,Nagpur,www.iimnagpur.ac.in,2015,Rural
U-1017,Indian Institute of Management Raipur,Chhattisgarh,Raipur,www.iimraipur.ac.in,2010,Rural
U-1003,Indian Institute of Management Ranchi,Jharkhand,Ranchi,www.iimranchi.ac.in,2009,Urban
U-1015,Indian Institute of Management Rohtak,Haryana,Rohtak,www.iimrohtak.ac.in,2009,Urban
U-1002,Indian Institute of Management Sambalpur,Odisha,Sambalpur,www.iimsambalpur.ac.in,2015,Rural
U-1011,"Indian Institute of Management, Shillong",Meghalaya,East Khasi Hills,www.iimshillong.ac.in,2007,Rural
U-1005,Indian Institute of Management Sirmaur,Himachal Pradesh,Sirmaur,www.iimsirmaur.ac.in,2015,Rural
U-1000,Indian Institute of Management Tiruchirapalli,Tamil Nadu,Tiruchirappalli,www.iimtrichy.ac.in,2011,Urban
U-1010,Indian Institute of Management Udaipur,Rajasthan,Udaipur,www.iimu.ac.in,2010,Urban
U-1007,Indian Institute of Management Visakhapatnam,Andhra Pradesh,Visakhapatnam,www.iimv.ac.in,2015,Urban
U-1340,"INDIAN INSTITUTE OF MASS COMMUNICATION, NEW DELHI",Delhi,New Delhi,www.iimc.gov.in,-,Urban
U-0944,INDIAN INSTITUTE OF PETROLEUM & ENERGY,Andhra Pradesh,Visakhapatnam,www.iipe.ac.in,2016,Urban
U-0963,INDIAN INSTITUTE OF PUBLIC HEALTH GANDHINAGAR,Gujarat,Gandhinagar,www.iiphg.edu.in,2015,Urban
U-0220,"Indian Institute of Science, Bangalore",Karnataka,Bengaluru Urban,www.iisc.ac.in,1909,Urban
U-0828,"Indian Institute of Science Education & Research (IISER), Berhampur",Odisha,Ganjam,www.iiserbpr.ac.in,2016,Rural
U-0272,"Indian Institute of Science Education & Research (IISER), Bhopal",Madhya Pradesh,Bhopal,www.iiserb.ac.in,2008,Urban
U-0572,"Indian Institute of Science Education & Research (IISER), Kolkata,",West Bengal,Nadia,www.iiserkol.ac.in,2006,Urban
U-0377,"Indian Institute of Science Education & Research (IISER), Mohali",Punjab,S.A.S Nagar,www.iisermohali.ac.in,2007,Urban
U-0305,"Indian Institute of Science Education & Research (IISER), Pune,",Maharashtra,Pune,www.iiserpune.ac.in,2006,Urban
U-0254,"Indian Institute of Science Education & Research (IISER), Thiruvananthapuram",Kerala,Thiruvananthapuram,http://www.iisertvm.ac.in,2008,Rural
U-0827,"Indian Institute of Science Education & Research (IISER), Tirupati",Andhra Pradesh,Chittoor,www.iisertirupati.ac.in,2015,Rural
U-0255,"Indian Institute of Space Science and Technology, Thiruvananthapuram",Kerala,Thiruvananthapuram,www.iist.ac.in,2007,Rural
U-0664,"INDIAN INSTITUTE OF TEACHER EDUCATION, GANDHINAGAR",Gujarat,Gandhinagar,www.iite.ac.in,2010,Urban
U-0701,"Indian Institute of Technology (Banaras Hindu University), Varanasi",Uttar Pradesh,Varanasi,www.iitbhu.ac.in,2012,Urban
U-0946,Indian Institute of Technology Bhilai,Chhattisgarh,Durg,www.iitbhilai.ac.in,2016,Rural
U-0355,"Indian Institute of Technology, Bhubaneshwar",Odisha,Khordha,www.iitbbs.ac.in,2008,Rural
U-0306,"Indian Institute of Technology, Bombay",Maharashtra,Mumbai,www.iitb.ac.in,1958,Urban
U-0100,"Indian Institute of Technology, Delhi",Delhi,South,www.iitd.ac.in,1961,Urban
U-0899,"Indian Institute of Technology, Dharwad",Karnataka,Dharwad,www.iitdh.ac.in,2016,Urban
U-0139,"Indian Institute of Technology, Gandhinagar",Gujarat,Ahmedabad,www.iitgn.ac.in,2008,Rural
U-0907,"Indian Institute of Technology, Goa",Goa,South Goa,www.iitgoa.ac.in,2016,Urban
U-0053,"Indian Institute of Technology, Guwahati",Assam,Kamrup,www.iitg.ac.in,1994,Urban
U-0013,"Indian Institute of Technology, Hyderabad",Telangana,Medak,http://iith.ac.in,2008,Urban
U-0205,"Indian Institute of Technology (Indian School of Mines), Dhanbad",Jharkhand,Dhanbad,www.iitism.ac.in,1926,Urban
U-0273,"Indian Institute of Technology, Indore",Madhya Pradesh,Indore,www.iiti.ac.in,2009,Urban
U-0906,Indian Institute of Technology Jammu,Jammu and Kashmir,Jammu,https://iitjammu.ac.in/,2016,Rural
U-0395,"Indian Institute of Technology, Jodhpur",Rajasthan,Jodhpur,https://iitj.ac.in/,2008,Urban
U-0517,"Indian Institute of Technology, Kanpur",Uttar Pradesh,Kanpur Nagar,www.iitk.ac.in,1959,Urban
U-0573,"Indian Institute of Technology, Kharagpur",West Bengal,Paschim Medinipur,www.iitkgp.ac.in,1951,Rural
U-0456,"Indian Institute of Technology, Madras",Tamil Nadu,Chennai,www.iitm.ac.in,1959,Urban
U-0184,"Indian Institute of Technology, Mandi",Himachal Pradesh,Mandi,www.iitmandi.ac.in,2009,Rural
U-0878,"Indian Institute of Technology, Palakkad",Kerala,Palakkad,https://iitpkd.ac.in,2015,Rural
U-0064,"Indian Institute of Technology, Patna",Bihar,Patna,http://www.iitp.ac.in,2008,Rural
U-0560,"Indian Institute of Technology, Roorkee",Uttarakhand,Haridwar,www.iitr.ac.in,1847,Urban
U-0378,"Indian Institute of Technology, Ropar",Punjab,Rupnagar,www.iitrpr.ac.in,2008,Urban
U-0844,"Indian Institute of Technology, Tirupati",Andhra Pradesh,Chittoor,http://iittp.ac.in,2015,Rural
U-0103,"Indian Law Institute, Bhagwandas Road, New Delhi",Delhi,New Delhi,www.ili.ac.in,1956,Urban
U-0457,Indian Maritime University,Tamil Nadu,Chennai,https://www.imu.edu.in,2008,Urban
U-0574,"Indian Statistical Institute, Kolkata",West Bengal,North 24 Parganas,www.isical.ac.in,1931,Urban
U-0518,"Indian Veterinary Research Institute, Izatnagar",Uttar Pradesh,Bareilly,www.ivri.nic.in,1889,Urban
U-0685,INDIRA GANDHI DELHI TECHNICAL UNIVERSITY FOR WOMEN,Delhi,Central,www.igdtuw.ac.in,2013,Urban
U-0307,"Indira Gandhi Institute of Development Research, Mumbai",Maharashtra,Mumbai,www.igidr.ac.in,1987,Urban
U-0065,"Indira Gandhi Institute of Medical Sciences, Patna",Bihar,Patna,www.igims.org,1984,Urban
U-0087,"Indira Gandhi Krishi Vishwavidyalaya, Raipur",Chhattisgarh,Raipur,igkv.ac.in,1987,Urban
U-0104,Indira Gandhi National Open University,Delhi,South,www.ignou.ac.in,1985,Urban
U-0290,"Indira Gandhi National Tribal University, Amarkantak",Madhya Pradesh,Anuppur,www.igntu.ac.in,2008,Rural
U-0743,"INDIRA GANDHI TECHNOLOGICAL AND MEDICAL SCIENCES UNIVERSITY, ZIRO",Arunachal Pradesh,Lower Subansiri,www.igtamsu.ac.in,2012,Urban
U-0699,"INDIRA GANDHI UNIVERSITY, MEERPUR",Haryana,Rewari,www.igu.ac.in,2013,Rural
U-0088,"Indira Kala Sangit Vishwavidyalaya, Khairagarh",Chhattisgarh,Rajnandgaon,http://www.iksv.ac.in,1956,Urban
U-1393,Indira University,Maharashtra,Pune,www.indirauniversity.edu.in,-,Urban
U-0105,"Indraprastha Institute of Information Technology, Delhi",Delhi,South,www.iiitd.ac.in,2008,Urban
U-0922,Indrashil University,Gujarat,Mahesana,www.indrashiluniversity.edu.in,2017,Rural
U-0185,"Indus International University, Bathu, Una",Himachal Pradesh,Una,www.iiuedu.in,2009,Rural
U-0663,INDUS UNIVERSITY,Gujarat,Gandhinagar,www.indusuni.ac.in,2006,Rural
U-0771,"INSTITUTE OF ADVANCED RESEARCH, GANDHINAGAR",Gujarat,Gandhinagar,www.iar.ac.in,2006,Urban
U-0396,"Institute of Advanced Studies in Education, Churu",Rajasthan,Churu,www.iaseuniversity.org.in,1953,Rural
U-0343,"Institute of Chartered Financial Analysts of India University, Meghalaya",Meghalaya,West Garo Hills,www.iumeghalaya.edu.in,2005,Urban
U-0695,"INSTITUTE OF CHARTERED FINANCIAL ANALYSTS OF INDIA UNIVERSITY, SOLAN",Himachal Pradesh,Solan,www.iuhimachal.edu.in,2011,Rural
U-0308,"Institute of Chemical Technology, Mumbai",Maharashtra,Mumbai,www.ictmumbai.edu.in,1933,Urban
U-0765,INSTITUTE OF INFRASTRUCTURE TECHNOLOGY RESEARCH AND MANAGEMENT (IITRAM),Gujarat,Ahmedabad,www.iitram.ac.in,2013,Urban
U-0106,"Institute of Liver and Bilary Sciences, New Delhi",Delhi,South,www.ilbs.in,2002,Urban
U-1274,INSTITUTE OF TEACHING AND RESEARCH IN AYURVEDA,Gujarat,Jamnagar,http://itra.edu.in,-,Urban
U-0519,"Integral University, Lucknow",Uttar Pradesh,Lucknow,www.iul.ac.in,1998,Urban
U-0309,"International Institute for Population Sciences, Mumbai",Maharashtra,Mumbai,www.iipsindia.ac.in,1956,Urban
U-0221,"International Institute of Information Technology, Bangalore",Karnataka,Bengaluru Rural,www.iiitb.ac.in,1998,Urban
U-1032,INTERNATIONAL INSTITUTE OF INFORMATION TECHNOLOGY BHUBANESHWAR,Odisha,Khordha,www.iiit-bh.ac.in,2007,Urban
U-0014,"International Institute of Information Technology, Hyderabad",Telangana,Ranga Reddy,www.iiit.ac.in,1998,Urban
U-0520,"Invertis University, Bareily",Uttar Pradesh,Bareilly,www.invertisuniversity.ac.in,1998,Rural
U-0895,ISBM University,Chhattisgarh,Gariyaband,www.isbmuniversity.edu.in,2016,Rural
U-0194,"Islamic University of Science & Technology, Pulwama",Jammu and Kashmir,Pulwama,www.iust.ac.in,2005,Urban
U-1246,ITM SKILLS UNIVERSITY,Maharashtra,Raigad,www.isu.ac.in,-,Urban
U-1077,"ITM (SLS) BARODA UNIVERSITY, VADODARA",Gujarat,Vadodara,www.itmbu.ac.in,2019,Rural
U-0633,ITM UNIVERSITY,Chhattisgarh,Raipur,www.itmuniversity.org,2012,Urban
U-0648,"ITM UNIVERSITY, GWALIOR",Madhya Pradesh,Gwalior,www.itmuniversity.ac.in,2011,Urban
U-0714,"ITM VOCATIONAL UNIVERSITY, VADODARA",Gujarat,Vadodara,www.itm.ac.in,2012,Rural
U-0575,"Jadavpur University, Kolkata",West Bengal,South 24 Parganas,https://jadavpuruniversity.in ,1905,Urban
U-0397,"Jagadguru Ramanandacharya Rajasthan Sanskrit University, Jaipur",Rajasthan,Jaipur,www.jrrsanskrituniversity.ac.in,1998,Urban
U-0521,"Jagadguru Rambhadracharya Divyang State University, Chitrakoot",Uttar Pradesh,Chitrakoot,www.jrdu.ac.in,2001,Rural
U-1423,Jagannath Barooah University,Assam,Jorhat,www.jbu.ac.in,-,Urban
U-0398,"Jagannath University, Jaipur",Rajasthan,Jaipur,www.jagannathuniversity.org,2008,Rural
U-0721,"JAGAN NATH UNIVERSITY, JHAJJAR",Haryana,Jhajjar,www.jagannathuniversityncr.ac.in,2013,Rural
U-1183,JAGAT GURU NANAK DEV PUNJAB STATE OPEN UNIVERSITY,Punjab,Patiala,www.psou.ac.in,2019,Urban
U-0727,"JAGRAN LAKECITY UNIVERSITY, BHOPAL",Madhya Pradesh,Bhopal,www.jlu.edu.in,2013,Rural
U-1300,JAI MINESH ADIVASI UNIVERSITY,Rajasthan,Kota,www.jmau.ac.in,-,Urban
U-0399,"Jai Narain Vyas University, Jodhpur",Rajasthan,Jodhpur,jnvu.edu.in,1962,Urban
U-0223,"Jain university,Bangalore",Karnataka,Bengaluru South,www.jainuniversity.ac.in,1990,Rural
U-0400,"Jain Vishva Bharati Institute, Nagaur",Rajasthan,Didwana-Kuchaman,https://jvbi.ac.in,1991,Rural
U-0066,"Jai Prakash Vishwavidyalaya, Chapra",Bihar,Saran,www.jpv.ac.in,1992,Rural
U-0401,"Jaipur National University, Jaipur",Rajasthan,Jaipur,www.jnujaipur.ac.in,2002,Urban
U-0107,Jamia Hamdard,Delhi,South,www.jamiahamdard.edu,1906,Urban
U-0108,Jamia Millia Islamia University,Delhi,South East,https://jmi.ac.in,1920,Urban
U-1260,"JAMSHEDPUR WOMEN""S UNIVERSITY",Jharkhand,East Singhbum,www.jwu.ac.in,-,Urban
U-0402,"Janardan Rai Nagar Rajasthan Vidyapeeth,  Udaipur",Rajasthan,Udaipur,www.jrnrvu.edu.in,1937,Urban
U-1061,JANNAYAK CHANDRASHEKHAR UNIVERSITY BALLIA,Uttar Pradesh,Ballia,www.jncu.ac.in,2016,Rural
U-0368,"Jawaharlal Institute of Post Graduate Medical Education & Research, Puducherry",Puducherry,Puducherry,www.jipmer.edu.in,1823,Urban
U-0224,"Jawaharlal Nehru Centre for Advanced Scientific Research, Banaglore",Karnataka,Bengaluru Urban,www.jncasr.ac.in,1989,Urban
U-0274,"Jawaharlal Nehru Krishi Vishwavidyalaya, Jabalpur",Madhya Pradesh,Jabalpur,www.jnkvv.org,1964,Urban
U-0016,"Jawaharlal Nehru Technological University, Anantapur",Andhra Pradesh,Ananthapuramu,www.jntua.ac.in,2008,Rural
U-1223,JAWAHARLAL NEHRU TECHNOLOGICAL UNIVERSITY GURAJADA VIZIANAGARAM,Andhra Pradesh,Vizianagaram,https://jntugv.edu.in,-,Urban
U-0017,"Jawaharlal Nehru Technological University, Hyderabad",Telangana,Hyderabad,www.jntuh.ac.in,1972,Urban
U-0015,"Jawaharlal Nehru Technological University, Kakinada",Andhra Pradesh,Kakinada,www.jntuk.edu.in,2008,Urban
U-0109,Jawaharlal Nehru University,Delhi,South,www.jnu.ac.in,1969,Urban
U-0018,Jawarharlal Nehru Architecture and Fine Art University Hyderabad,Telangana,Ranga Reddy,www.jnafau.ac.in,1961,Urban
U-0404,"Jayoti Vidyapeeth Women's University, Jaipur",Rajasthan,Jaipur,www.jvwu.ac.in,2008,Rural
U-0522,"Jaypee Institute of Information Technology, Noida",Uttar Pradesh,Gautam Buddha Nagar,www.jiit.ac.in,2001,Urban
U-0792,"JAYPEE UNIVERSITY, ANOOPSHAHR",Uttar Pradesh,Bulandshahr,www.jaypeeu.ac.in,2014,Rural
U-0275,"Jaypee University of Engineering & Technology, Guna",Madhya Pradesh,Guna,https://www.juet.ac.in,2003,Rural
U-0186,"Jaypee University of Information Technology, Waknaghat, Solan",Himachal Pradesh,Solan,https://www.juit.ac.in,2002,Rural
U-0175,"J.C. BOSE UNIVERSITY OF SCIENCE AND TECHNOLOGY, YMCA, FARIDABAD",Haryana,Faridabad,www.jcboseust.ac.in,1967,Urban
U-0741,JECRC UNIVERSITY,Rajasthan,Jaipur,www.jecrcuniversity.edu.in,2012,Urban
U-1232,JEPPIAR UNIVERSITY,Tamil Nadu,Chennai,https://jeppiaaruniversity.ac.in/,-,Urban
U-1127,JG UNIVERSITY,Gujarat,Gandhinagar,www.jguni.in,2019,Rural
U-0762,JHARKHAND RAI UNIVERSITY,Jharkhand,Ranchi,www.jru.edu.in,2012,Rural
U-0860,JHARKHAND RAKSHA SHAKTI UNIVERSITY,Jharkhand,Ranchi,www.jrsuranchi.com,2016,Urban
U-1259,JHARKHAND STATE OPEN UNIVERSITY,Jharkhand,Ranchi,JSOU.AC.IN,-,Urban
U-1069,"Jharkhand University of Technology, Ranchi",Jharkhand,Ranchi,www.jutranchi.ac.in,2015,Rural
U-0559,"Jigyasa University, Dehradun",Uttarakhand,Dehradun,www.jigyasauniversity.edu.in,2003,Rural
U-0861,JIS UNIVERSITY,West Bengal,North 24 Parganas,www.jisuniversity.ac.in,2015,Urban
U-0276,"Jiwaji University, Gwalior",Madhya Pradesh,Gwalior,www.jiwaji.edu,1964,Urban
U-0657,JK LAKSHMIPAT UNIVERSITY,Rajasthan,Jaipur,www.jklu.edu.in,2011,Rural
U-1343,J N C T Professional University,Madhya Pradesh,Bhopal,www.jnctpu.edu.in,-,Urban
U-1412,Joy University,Tamil Nadu,Tirunelveli,https://joyuniversity.edu.in/,-,Rural
U-1262,JSPM University,Maharashtra,Pune,www.jspmuni.ac.in,-,Urban
U-0222,JSS ACADEMY OF HIGHER EDUCATION & RESEARCH,Karnataka,Mysuru,www.jssuni.edu.in,2008,Urban
U-0931,JSS Science and Technology University,Karnataka,Mysuru,https://jssstuniv.in,1963,Urban
U-1362,JSS University,Uttar Pradesh,Gautam Buddha Nagar,www.jssuninoida.edu.in,-,Urban
U-0809,J S University,Uttar Pradesh,Firozabad,www.jsu.ac.in,2015,Rural
U-0140,Junagadh Agricultural University,Gujarat,Junagadh,jau.in,2004,Urban
U-0141,"Kadi Sarva Vishwavidyalaya, Gandihnagar",Gujarat,Gandhinagar,www.ksv.ac.in,2007,Urban
U-0019,"Kakatiya University, Warangal",Telangana,Hanumakonda,www.kakatiya.ac.in,1968,Urban
U-1155,KALAHANDI UNIVERSITY,Odisha,Kalahandi,https://kalahandiuniversity.ac.in,1960,Urban
U-0458,Kalasalingam Academy of Research and Education,Tamil Nadu,Virudhunagar,www.kalasalingam.ac.in,1984,Rural
U-0356,"Kalinga Institute of Industrial Technology, Bhubaneswar",Odisha,Khordha,www.kiit.ac.in,1997,Urban
U-1033,KALINGA INSTITUTE OF SOCIAL SCIENCES (KISS) DEEMED TO BE UNIVERSITY,Odisha,Khordha,https://university.kiss.ac.in,2017,Urban
U-0711,"KALINGA UNIVERSITY, RAIPUR",Chhattisgarh,Raipur,https://kalingauniversity.ac.in/,2011,Urban
U-0867,KALOJI NARAYANA RAO UNIVERSITY OF HEALTH SCIENCES,Telangana,Hanumakonda,www.knruhs.telangana.gov.in,2014,Urban
U-0576,"Kalyani University, Kalyani",West Bengal,Nadia,www.klyuniv.ac.in,1960,Rural
U-0706,"KAMDHENU UNIVERSITY, GANDHINAGAR",Gujarat,Gandhinagar,www.kamdhenuuni.edu.in,2009,Urban
U-0067,"Kameshwar Singh Darbhanga Sanskrit Vishwavidyalaya, Darbhanga",Bihar,Darbhanga,https://ksdsu.bihar.gov.in/,1960,Urban
U-0226,"Kannada University, Hampi, Kamalapura",Karnataka,Vijayanagara,www.kannadauniversity.org,1991,Rural
U-0256,"Kannur University, Kannur",Kerala,Kannur,www.kannuruniversity.ac.in,1996,Rural
U-1166,KANYASHREE UNIVERSITY,West Bengal,Nadia,https://www.kanyashreeuniversity.ac.in/,2019,Rural
U-1258,KARMAVEER BHAURAO PATIL UNIVERSITY,Maharashtra,Satara,https://www.unikbp.ac.in/,-,Rural
U-0659,"KARNATAKA JANAPADA VISHWAVIDYALAYA, GOTAGODI",Karnataka,Haveri,https://www.janapadauniversity.ac.in,2011,Rural
U-0625,Karnataka Sanskrit University,Karnataka,Bengaluru Urban,"www.ksu.karnataka.gov.in, www.ksu.ac.in",2010,Urban
U-0624,Karnataka State Dr. Gangubai Hangal Music And Performing Arts University,Karnataka,Mysuru,https://www.musicuniversity.ac.in/,2007,Urban
U-0227,"Karnataka State Law University, Hubli",Karnataka,Dharwad,www.kslu.karnataka.gov.in,2009,Urban
U-0228,"Karnataka State Open University, Mysore",Karnataka,Mysuru,https://ksoumysuru.ac.in,1996,Urban
U-0887,Karnataka State Rural Development and Panchayat Raj University,Karnataka,Gadag,www.ksrdpru.ac.in,2016,Urban
U-0229,"Karnataka State Women University, Bijapur",Karnataka,Vijayapura,www.kswub.ac.in,2003,Rural
U-0230,"Karnataka University, Dharwad",Karnataka,Dharwad,www.kud.ac.in,1949,Urban
U-0231,"Karnataka Vetrinary, Animal & Fisheries Science University, Nandinagar",Karnataka,Bidar,https://www.kvafsu.edu.in,2005,Urban
U-0914,Karnavati University,Gujarat,Gandhinagar,www.karnavatiuniversity.edu.in,2017,Rural
U-0459,"Karpagam Academy of Higher Education, Coimbatore",Tamil Nadu,Coimbatore,www.kahedu.edu.in,1995,Rural
U-0460,"Karunya Institute of Technology and Sciences, Coimbatore",Tamil Nadu,Coimbatore,www.karunya.edu,1986,Rural
U-1209,KAUSHALYA THE SKILL UNIVERSITY,Gujarat,Ahmedabad,https://kaushalyaskilluniversity.ac.in/,-,Urban
U-0320,"Kavayitri Bahinabai Chaudhari North Maharashtra University, Jalgaon",Maharashtra,Jalgaon,www.nmu.ac.in,1990,Rural
U-1399,Kaveri University,Telangana,Siddipet,https://kaveriuniversity.edu.in/,-,Rural
U-0310,"Kavi Kulguru Kalidas Sanskrit Vishwavidyalaya, Ramtek",Maharashtra,Nagpur,www.kksanskrituni.digitaluniversity.ac,1997,Rural
U-0718,"KAZI NAZRUL UNIVERSITY, ASANSOL",West Bengal,Paschim Bardhaman,http://www.knu.ac.in,2012,Urban
U-0257,"Kerala Agricultural University, Thrissur",Kerala,Thrissur,https://kau.in/,1972,Rural
U-0258,"Kerala Kalamandalam, Thrissur",Kerala,Thrissur,www.kalamandalam.ac.in,1930,Rural
U-1154,KERALA UNIVERSITY OF DIGITAL SCIENCES INNOVATION AND TECHNOLOGY,Kerala,Thiruvananthapuram,www.duk.ac.in,2020,Rural
U-0259,"Kerala University of Fisheries & Ocean Studies, Kochi",Kerala,Ernakulam,www.kufos.ac.in,2010,Rural
U-0630,KERALA UNIVERSITY OF HEALTH SCIENCES,Kerala,Thrissur,http://kuhs.ac.in,2009,Rural
U-0261,"Kerala Veterinary & Animal Science University, Wayanad",Kerala,Wayanad,www.kvasu.ac.in,2010,Rural
U-1037,KHAJA BANDANAWAZ UNIVERSITY,Karnataka,Kalaburagi,www.kbn.university,2018,Urban
U-1320,Khallikote Unitary University,Odisha,Ganjam,www.kuu.ac.in,-,Urban
U-1439,Khalsa University,Punjab,Amritsar,https://www.khalsauniversity.ac.in/,-,Urban
U-1027,KHANGCHENDZONGA STATE UNIVERSITY,Sikkim,Namchi,www.ksus.ac.in,2003,Rural
U-1289,KHONGNANGTHABA UNIVERSITY,Manipur,Imphal East,https://www.khongnangthabauniversity.org/,-,Rural
U-0547,KHWAJA MOINUDDIN CHISHTI BHASHA VISHWAVIDYALAYA LUCKNOW,Uttar Pradesh,Lucknow,www.kmclu.ac.in,2009,Urban
U-0523,KING GEORGE MEDICAL UNIVERSITY,Uttar Pradesh,Lucknow,www.kgmu.org,1905,Urban
U-1281,Kishkinda University,Karnataka,Ballari,https://www.kishkindauniversity.edu.in,-,Rural
U-1122,K K MODI UNIVERSITY,Chhattisgarh,Durg,www.kkmu.edu.in,2018,Rural
U-0919,K K University,Bihar,Nalanda,www.kkuniversity.ac.in,2017,Rural
U-0225,"K.L.E. Academy of Higher Education and Research, Belgaum",Karnataka,Belagavi,www.kledeemeduniversity.edu.in,2006,Urban
U-0854,KLE TECHNOLOGICAL UNIVERSITY,Karnataka,Dharwad,www.kletech.ac.in,2015,Urban
U-1273,K M KRISHNA MOHAN UNIVERSITY,Uttar Pradesh,Mathura,www.kmu.edu.in ,-,Urban
U-1297,KN UNIVERSITY,Gujarat,Ahmedabad,www.knu.edu.in,-,Urban
U-1251,KODAGU UNIVERSITY,Karnataka,Kodagu,kuk.karnataka.gov.in,-,Rural
U-1444,Kokrajhar University,Assam,Kokrajhar,,-,Urban
U-0206,"Kolhan University,  West Singhbhum",Jharkhand,West Singhbhum,www.kolhanuniversity.ac.in,2009,Rural
U-0020,"Koneru Lakshmaiah Education Foundation,Guntur",Andhra Pradesh,Guntur,www.kluniversity.in,1980,Rural
U-1244,KOPPAL UNIVERSITY,Karnataka,Koppal,www.koppaluniversity.ac.in,-,Urban
U-0387,"Kota University, Kota",Rajasthan,Kota,www.uok.ac.in,2003,Urban
U-0142,"Krantiguru Shyamji Krishna Verma Kachchh University, Kachchh",Gujarat,Kachchh,kskvku.ac.in,2004,Urban
U-1384,Krantisurya Tantya Bhil University,Madhya Pradesh,Khargone (West Nimar),ktbuniv.ac.in,-,Urban
U-1395,Krantivir Tatya Tope Vishwavidyalaya,Madhya Pradesh,Guna,https://kttv.edu.in/,-,Urban
U-1111,KREA UNIVERSITY,Andhra Pradesh,Chittoor,krea.edu.in,2018,Rural
U-0980,KRISHNAGURU ADHYATMIK VISVAVIDYALAYA,Assam,Barpeta,www.kav.ac.in,2017,Rural
U-0054,"Krishna Kanta Handiqui State Open University, Guwahati",Assam,Kamrup Metro,http://www.kkhsou.ac.in,2006,Urban
U-0021,"Krishna University, Machhlipattanam",Andhra Pradesh,Krishna,www.kru.ac.in,2008,Rural
U-0311,"Krishna Vishwa Vidyapeeth, Karad, Maharashtra",Maharashtra,Satara,www.kvv.edu.in,1984,Rural
U-1416,Kristu Jayanti University,Karnataka,Bengaluru Urban,www.kristujayanti.edu.in,-,Urban
U-0700,"K.R. MANGALAM UNIVERSITY, GURGAON",Haryana,Gurugram,www.krmangalam.edu.in,2013,Rural
U-0676,KUMAR BHASKAR VARMA SANSKRIT AND ANCIENT STUDIES UNIVERSITY,Assam,Nalbari,www.kbvsasun.ac.in,2011,Rural
U-0562,"Kumaun University, Nainital",Uttarakhand,Nainital,www.kunainital.ac.in,1973,Rural
U-0164,"Kurukshetra University, Kurukshetra",Haryana,Kurukshetra,kuk.ac.in,1956,Urban
U-0089,"Kushabhau Thakre Patrakarita Avam Jansanchar Vishwavidyalaya, Raipur",Chhattisgarh,Raipur,www.ktujm.ac.in,2005,Urban
U-0232,"Kuvempu University, Shankaraghatta, Shimoga",Karnataka,Shivamogga,www.kuvempu.ac.in,1987,Rural
U-0277,"Lakshmibai National Institute of Physical Education, Gwalior",Madhya Pradesh,Gwalior,www.lnipe.edu.in,1957,Urban
U-0734,"LAKULISH YOGA UNIVERSITY, AHMEDABAD",Gujarat,Ahmedabad,www.lyu.ac.in,2013,Urban
U-0165,Lala lajpat Rai University of Veterinary and Animal Sciences,Haryana,Hisar,www.luvas.edu.in,2010,Urban
U-0068,"Lalit Narayan Mithila University, Darbhanga",Bihar,Darbhanga,www.lnmu.ac.in,1972,Urban
U-1199,LAMRIN TECH SKILLS UNIVERSITY PUNJAB,Punjab,Shahid Bhagat Singh Nagar,ltsu.ac.in,2021,Rural
U-1325,Laxminarayan Innovation Technological (LIT) University,Maharashtra,Nagpur,https://litu.edu.in,-,Urban
U-0166,"Lingaya's Vidyapeeth, Faridabad",Haryana,Faridabad,www.lingayasvidyapeeth.edu.in,1998,Rural
U-0813,LNCT UNIVERSITY,Madhya Pradesh,Bhopal,www.lnctu.ac.in,2015,Urban
U-1236,LNCT VIDHYAPEETH UNIVERSITY,Madhya Pradesh,Indore,www.lnctvu.ac.in,-,Urban
U-0405,"LNM Institute of Information Technology, Jaipur",Rajasthan,Jaipur,www.lnmiit.ac.in,2002,Rural
U-1212,LOKBHARTI UNIVERSITY FOR RURAL INNOVATION,Gujarat,Bhavnagar,https://www.lokbharatiuniversity.edu.in/,-,Rural
U-1102,LOK JAGRUTI KENDRA UNIVERSITY,Gujarat,Ahmedabad,www.ljku.edu.in,2019,Urban
U-1031,LORDS UNIVERSITY,Rajasthan,Alwar,www.lordsuni.edu.in,2018,Rural
U-0379,Lovely Professional University,Punjab,Kapurthala,www.lpu.in,2005,Rural
U-1407,Maa Pateswari University,Uttar Pradesh,Balrampur,,-,Urban
U-1213,MAA SHAKUMBHARI UNIVERSITY,Uttar Pradesh,Saharanpur,https://msuniversity.ac.in,2021,Rural
U-1413,Maa Vindhyavasini University,Uttar Pradesh,Mirzapur,http://mvvu.ac.in,-,Rural
U-1421,Madanapalle Institute of Technology and Science MITS,Andhra Pradesh,Annamayya,,-,Rural
