Aishe Code,Name,State,Website
C-8977,"100007-ssbt's college of engineering & technology, bambhori.",Maharashtra,https://www.sscoetjalgaon.ac.in
C-8946,"100054-government college of engineering, jalgaon.",Maharashtra,https://www.gcoej.ac.in
C-8836,"100063-gf's godavari college of engineering, jalgaon",Maharashtra,https://www.gfgcoe.ac.in
C-8830,"110059-hindi seva mandal's shri.sant gadge baba college of engineering & technology, bhusawal",Maharashtra,https://www.ssgbcoet.com
C-9012,"150027-tmes's j.t.mahajan college of engineering, faizpur.",Maharashtra,https://www.jtmcoef.ac.in
C-8874,"200004-ssvps's bapusaheb shivajirao deore college of engineering, dhule.",Maharashtra,https://www.ssvpsengg.ac.in
C-8846,"200025-nes's gangamai college of engineering, nagaon, tal.& dist-dhule.",Maharashtra,https://www.gangamaiengg.org.in
C-8912,"230032-psgvpm's d.n.patel college of engineering, shahada, dist-nandurbar.",Maharashtra,https://www.coeshahada.ac.in
C-49529,"250114-shri jaykumar rawal institute of technology, dondaicha, dhule",Maharashtra,https://www.sjrit.ac.in
C-72853,3143-thakur shyamnarayan engineering college,Maharashtra,https://www.tsecmumbai.in
C-18145,"a1 global institute of engineering & technology, markapur- 523316 (cc-7y)",Andhra Pradesh,https://www.a1global.ac.in
C-49143,aaa college of engineering and technology,Tamil Nadu,https://www.aaaenggcoll.ac.in
C-16533,aalim muhammed salegh college of engineering,Tamil Nadu,https://www.aalimec.ac.in
C-59590,aar mahaveer engineering college,Telangana,https://www.aarm.ac.in
C-10224,aarupadai veedu institute of technology,Tamil Nadu,https://www.avit.ac.in
C-46112,"abes engineering college, ghaziabad",Uttar Pradesh,https://www.abes.ac.in
C-46141,"abes institute of technology, ghaziabad",Uttar Pradesh,https://www.abesit.in
C-19604,abhinav hi-tech college of engineering & technology,Telangana,https://www.htec.ac.in
C-18137,"a b r college of engineering and technology,  pin-523230 (cc-hj)",Andhra Pradesh,https://www.abrcet.edu.in
C-46196,"abss institute of technology, mawana road, meerut",Uttar Pradesh,https://www.abss.edu.in
C-50916,"ace college of engineering, thiruvallam",Kerala,https://www.acetvm.com
C-19720,ace engineering college,Telangana,https://www.aceec.ac.in
C-6516,achariya college of engineering technology,Puducherry,https://www.acet.edu.in
C-26933,"acharya college of engineering, badvel",Andhra Pradesh,https://www.acharyaedu.com
C-1319,"acharya institute of technology, bangalore",Karnataka,https://www.acharya.ac.in
C-29705,"acropolis institute of technology and research, manglia chouraha, indore",Madhya Pradesh,https://www.aitr.ac.in
C-36237,"acropolis institute of technology & research, village raukhedi, khasra no. 144/3, indore bypass road, indore-453771",Madhya Pradesh,http://www.aitr.ac.in
C-1440,"acs college of engineering, bangalore",Karnataka,https://www.acsce.edu.in
C-30058,"adarsha college of engineering, (ace), angul",Odisha,https://www.adarshaengg.com
C-18150,"adarsh college of engineering, nh-214, chebrolu,pin-533449  (cc-hn)",Andhra Pradesh,https://www.adarsh.ac.in
C-34488,"adarsh shikshan prasarak mandal's k.t. patil college of engineering and technology, osmanabad.",Maharashtra,https://www.ktpcoeo.com
C-16554,adhi college of engineering and technology,Tamil Nadu,https://www.adhi.edu.in
C-16562,adhiparasakthi college of engineering,Tamil Nadu,https://www.apce.in
C-16487,adhiparasakthi engineering college,Tamil Nadu,http://apec.edu.in
C-46148,"adhunik college of engineering , duhai, ghaziabad",Uttar Pradesh,https://www.adhunikinstitute.edu.in
C-1289,"adichunchanagiri institute of technology, chikkamagalur",Karnataka,https://www.aitckm.edu.in
C-11745,"adi shankara institute of engineering and technology, sankar nagar, mattoor,  kalady- 683 547",Kerala,https://www.adishankara.ac.in
C-37053,adithya institute of technology,Tamil Nadu,https://www.adithyatech.edu.in
C-70290,aditya college of engineering and technology,Karnataka,https://www.acetedu.net/
C-26971,"aditya college of engineering, madanapalle",Andhra Pradesh,https://www.acem.ac.in
C-18060,aditya college of engineering & technology,Andhra Pradesh,https://www.acet.ac.in
C-50515,aditya silver oak institute of technology,Gujarat,https://silveroakuni.ac.in/
C-37105,adiyaman college of engineering,Tamil Nadu,https://www.adhiyamaan.ac.in
C-176,"a. d. patel institute of technology, karamsad",Gujarat,https://www.adit.ac.in
C-49557,adwaita mission institute of technology,Bihar,https://www.amitshivdham.org
C-1316,"agm rural college of engineering & technology,  varur",Karnataka,https://www.agmrcet.ac.in
C-46329,"agnel institute of technology and design, assagao, bardez",Goa,https://www.aitdgoa.edu.in
C-18362,agnihotri college of engineering nagthana road,Maharashtra,https://www.acenagthana.ac.in
C-15759,a g patil institute of technology  18 2a2  pratanager soregon road,Maharashtra,https://www.agpit.edu.in
C-44929,"agricultural engineering college and research institute, tiruchirappalli",Tamil Nadu,http://www.tnau.ac.in
C-43284,"ahalia school of engineering & technology, kozhippara",Kerala,https://www.ahalia.ac.in
C-86,"ahmedabad institute of technology gota, ahmedabad (sfi)  701 ",Gujarat,https://www.aitindia.in
C-42126,"ahmednagar jilha maratha vidya prasarak samajs ahmednagar shri.chhatrapati shivaji maharaj college of engineering, nepti,  address: nepti nagar kalyan road, ahmednagar, taluka: ahmednagar, district: ahmednagar",Maharashtra,https://www.scoea.org
C-45289,"aishwarya college of engineering and technology, erode",Tamil Nadu,https://www.aishwaryacollege.com
C-19936,aizza college of engineering & technology,Telangana,https://www.aizza.ac.in
C-30181,"ajay binay institute of technology, (abit), cuttack",Odisha,https://www.abit.edu.in
C-30078,"ajay binay institute of technology piloo modi college of architecture (abit-pmca), cuttack",Odisha,https://www.pmca.ac.in
C-46109,"ajay kumar garg engineering college, ghaziabad",Uttar Pradesh,https://www.akgec.ac.in
C-56446,a j institute of engineering and technology mangaluru,Karnataka,https://www.ajiet.edu.in
C-70594,akash institute of engineering and technology,Karnataka,https://www.akashiet.com
C-75900,akkineni nageswara rao college of engineering and technology,Andhra Pradesh,https://www.cet.anrcollege.edu
C-36985,akshaya college of engineering and technology,Tamil Nadu,https://www.acetcbe.edu.in
C-1287,"akshaya institute of technology, tumkur dist",Karnataka,https://www.ait-tumkur.ac.in
C-16591,a.k.t. memorial college of engineering & technology,Tamil Nadu,https://www.aktmcet.in
C-26789,"alagappa chettiar government college of engineering and technology, karaikudi",Tamil Nadu,https://accet.ac.in/
C-36951,al-ameen engineering college,Tamil Nadu,https://www.alameen.ac.in
C-43295,"al ameen engineering college, kulappulli",Kerala,https://www.alameen.edu.in
C-11801,"al-azhar college of engineering & technology, perumpillichira, thodupuzha",Kerala,https://engineering.alazharthodupuzha.org
C-15244,"aligarh college of engineering and technology, aligarh",Uttar Pradesh,https://www.acetup.org
C-46346,"aligarh college of engineering and technology, aligarh",Uttar Pradesh,https://www.acetup.org
C-46813,"allenhouse institute of technology, kanpur",Uttar Pradesh,https://www.allenhouse.ac.in
C-41227,"all india shivaji memorial societys college of engineering, pune",Maharashtra,https://www.aissmscoe.com
C-36024,"all saints college of engineering, gram pipalner, bhopal - 462036",Madhya Pradesh,https://www.asctbhopal.com
C-16474,alpha college of engineering,Tamil Nadu,http://www.alphagroup.edu/alpha_engineering/
C-36139,"alpine institute of technology,  gram chandesara, dewas road, ujjain",Madhya Pradesh,https://www.alpineujjain.com
C-1284,"alvas institute of engineering and technology, moodbidri",Karnataka,https://www.aiet.org.in
C-11842,"amal jyothi college of engineering, kanjirappally, koovapally po, kottayam-686518",Kerala,https://www.amaljyothi.ac.in
C-1231,"a m c engineering college , bangalore",Karnataka,https://www.amcec.edu.in
C-32871,amity school of engineering & technology,Uttar Pradesh,https://www.amity.edu/aset
C-18114,"a.m. reddy memorial college of engineering and technology, vinukonda road, narasaraopet(mandal), pin-522601(cc-hm)",Andhra Pradesh,https://www.amreddyengineering.ac.in/
C-27065,amrita college of engineering and technology,Tamil Nadu,https://amrita.edu.in
C-41515,"amrutvahini sheti & vikas santhas amrutvahini college of engineering , amrutangar, tal.sangamner, dist. ahmednagar 422608",Maharashtra,https://www.avcoe.org
C-68751,anand engineering college,Uttar Pradesh,https://aecagra.edu.in/
C-46015,"anand engineering college, artoni, agra",Uttar Pradesh,https://aecagra.edu.in/
C-25253,anand international college of engineering,Rajasthan,https://www.anandice.ac.in
C-26940,anantha lakshmi institute of technology & sciences,Andhra Pradesh,https://www.alits.ac.in
C-41484,"anantrao pawar college of engineering & research, parvati, pune - 411009 ",Maharashtra,https://www.abmspcoerpune.org
C-26862,andhra engineering college,Andhra Pradesh,https://www.aecn.in
C-24004,andhra university college of engineering(a),Andhra Pradesh,https://www.andhrauniversity.edu.in/college/college-of-engineering/engineering-home.html
C-1423,"angadi institute of technology & mgmt., belagavi",Karnataka,http://www.aitmbgm.ac.in
C-36981,angel college of engineering and technology,Tamil Nadu,https://www.angelcollege.edu.in
C-24171,anil neerukonda institute of technology & sciences,Andhra Pradesh,https://www.anits.edu.in
C-25004,anjalai ammal mahalingam engineering college,Tamil Nadu,https://www.aamec.edu.in
C-18770,anjuman college of engineering and technology,Maharashtra,https://www.anjumanengg.edu.in
C-25040,annai college of engineering and technology,Tamil Nadu,https://www.annaiengg.org
C-37045,annai mathammal sheela engineering college,Tamil Nadu,https://www.amsheela.org.in
C-48246,annai mira college of engineering and technology,Tamil Nadu,https://www.amcet.in
C-16505,annai teresa college of engineering,Tamil Nadu,https://www.atce.ac.in
C-27088,annai vailankanni college of engineering,Tamil Nadu,https://www.avce.edu.in
C-48247,annai veilankanni's college of engineering,Tamil Nadu,https://www.annaiveilankannis.com
C-26918,"annamacharya institute of technology and sciences, chinthakomma dinne",Andhra Pradesh,https://www.aitskadapa.ac.in
C-19623,annamacharya institute of technology & sciences,Telangana,https://www.aitshyd.com
C-26924,"annamacharya institute of technology & sciences, new boyanapalli, rajampet",Andhra Pradesh,https://www.aitsrajampet.ac.in
C-26947,"annamacharya institute of technology & sciences,tirupati",Andhra Pradesh,https://www.aits-tpt.edu.in
C-16467,annamalaiar college of engineering,Tamil Nadu,https://www.annamalaiarengg.com
C-36971,annapoorana engineering college,Tamil Nadu,https://www.aecsalem.edu.in
C-11099,"annasaheb dange college of engineering and technology,  ashta",Maharashtra,https://www.adcet.ac.in
C-52267,annie institute of technology and research centre,Madhya Pradesh,https://www.aitrc.edu.in
C-19776,anu bose institute of technology,Telangana,https://www.abit.ac.in
C-43097,"anuradha college of engineering and technology, chikhli, dist. buldhana",Maharashtra,https://www.aecc.ac.in
C-19509,anurag college of engineering,Telangana,https://www.anuraghyd.ac.in
C-19538,anurag engineering college,Telangana,https://www.anurag.ac.in
C-73314,"anuvartik mirji bharatesh institute of technology, belagavi",Karnataka,https://www.bharateshtech.org
C-46789,"apeejay institute of technology school of architecture and planning, greaterâ noida",Uttar Pradesh,https://www.apeejay.edu
C-25227,"apex institute of engineering & technology,jaipur",Rajasthan,https://www.apexedu.org
C-46091,"apex institute of technology, rampur",Uttar Pradesh,https://www.apex.ac.in
C-16514,apollo engineering college,Tamil Nadu,https://www.apolloengg.in
C-51552,apollo institute of engineering and technology 121,Gujarat,https://www.aiet.edu.in
C-46814,"apollo institute of technology, kanpur",Uttar Pradesh,https://www.apolloit.ac.in
C-1248," aps college of engineering, kanakapura road, somanahalli",Karnataka,https://www.apsce.ac.in
C-50450,"a p shah institute of technology, kasarvadavali",Maharashtra,https://www.apsit.edu.in
C-57397,aps institute of technology,Madhya Pradesh,https://www.apsitbeohari.ac.in
C-57687,"aps institute of technology, churhat",Madhya Pradesh,https://www.apsit.ac.in
C-24993,arasu engineering college,Tamil Nadu,https://www.aec.org.in
C-11245,"aravind gavali college of engineering, gat, panmalewadi,",Maharashtra,https://agce.edu.in
C-59367,aravindhar agricultural institute of technology,Tamil Nadu,https://www.aait.org.in
C-59039,a. r. college of engineering and technology,Tamil Nadu,https://www.argrp.in
C-16544,a r engineering college,Tamil Nadu,https://www.arenggc.com
C-49138,arifa institute of technology,Tamil Nadu,https://www.aitech.org.in
C-25039,a.r.j. college of engineering and technology,Tamil Nadu,https://www.arjcet.com
C-27591,arkay college of engineering & technology,Telangana,https://www.arkaycollege.in
C-16575,a r m college of engineering and technology,Tamil Nadu,https://www.armcet.edu.in
C-68759,arm college of engineering and technology,Tamil Nadu,https://-
C-42054,"army institute of technology, dighi hills, pune",Maharashtra,http://www.aitpune.com
C-220,"arpit institute of engineering & technology (diploma),hadala,rajkot",Gujarat,https://www.arpit.ac.in
C-70733,arrdekta institute of technology,Gujarat,https://www.arrdekta.org.in
C-48752,arrdekta institute of technology-696,Gujarat,https://www.arrdekta.org
C-45061,"arrdketa institute of technology rashiwad, sabarkantha 093 ",Gujarat,https://www.arrdekta.org
C-16581,ars college of engineering,Tamil Nadu,https://www.arsenggcollege.com
C-68760,ars college of engineering,Tamil Nadu,https://-
C-16506,arulmigu meenakshi amman college of engineering,Tamil Nadu,https://www.amace.edu.in
C-48254,arulmurugan college of engineering,Tamil Nadu,https://www.arulmurugan.edu.in
C-27061,arunachala college of engineering for women,Tamil Nadu,https://www.arunachalacollege.com
C-49136,arunachala hitech engineering college,Tamil Nadu,https://arunachalahitechcollege.com/
C-16610,arunai engineering college,Tamil Nadu,https://www.arunai.org
C-45040,"arun muchhala engineering college khokhara mahadev, amreli",Gujarat,https://arunmuchhalaengg.com/
C-25108,arya college of engineering,Rajasthan,https://www.aryainstitutejpr.com
C-25117,arya college of engineering & information technology,Rajasthan,https://www.aryacollege.in
C-25121,"arya college of engineering & research center,jaipur",Rajasthan,https://www.acerc.org
C-30107,"aryan institute of engineering and technology, (aiet), barakuda, khurda, bhubaneswar",Odisha,https://www.aryan.ac.in
C-27842,"aryans college of engineering, patiala",Punjab,https://www.aryans.edu.in
C-16486,asan memorial college of engineering and technology,Tamil Nadu,https://amcet.co.in
C-6333,asansol engineering college 108,West Bengal,http://www.aecwb.edu.in/
C-6189,asansol engineering college 322,West Bengal,https://www.aecwb.edu.in
C-31445,asha institute of technology and science (aits) gwalior,Madhya Pradesh,https://AITSGWALIOR.GOV.IN
C-54800,ashoka institute of engineering and technology,Telangana,https://www.ashoka.ac.in
C-26890,"ashoka women's engineering college, kurnool",Andhra Pradesh,https://www.ashokacollege.in
C-19858,ashok institute of engineering & technology,Telangana,https://-
C-76339,"ashok institute of engineering & technology, ashoknagar",Maharashtra,https://-
C-49130,asian college of engineering and technology,Tamil Nadu,https://www.acetcbe.in
C-50517,"asian institute of technology, vadali",Gujarat,https://www.aitvadali.in
C-25033,as-salam college of engineering and technology,Tamil Nadu,https://www.as-salamcollege.com
C-17318,assam engineering college,Assam,https://www.aec.ac.in
C-29886,"astral institute of technology and research, bypass road, indore",Madhya Pradesh,https://www.astral.ac.in
C-1244,"atme college of engineering, mysore",Karnataka,https://www.atme.in
C-1264,"atria institute of technology, bangalore",Karnataka,https://www.atria.edu
C-26855,"audisankara college of engineering  & technology, gudur",Andhra Pradesh,https://www.audisankara.ac.in
C-51464,"aurangabad college of engineering, aurangabad",Maharashtra,https://aurangabadengg.com
C-19619,aurora's engineering college,Telangana,https://www.aurora.ac.in
C-19556,aurora's scientific and technological institute,Telangana,https://www.asti.edu.in
C-17993,"avanthi institute of engineering and technology, chirukupally(v), bhogapuram(m), near tagarapuvalasa bridge, pin- 531 162 (cc-q7)",Andhra Pradesh,https://www.aietta.ac.in
C-19730,avanthi institute of engineering & technology,Telangana,https://www.aietg.ac.in
C-18157,"avanthi institute of engineering & technology, tamaram village, makavarapalem mandal, narsipatnam , pin-531113. (cc-81)",Andhra Pradesh,https://www.avanthienggcollege.ac.in
C-17940,"avanthi's st.theressa institute of engineering & technology, garbham road, garividi village, garividi mandal, pin -535101 (cc 99)",Andhra Pradesh,http://avanthi.edu.in/sttheressa/
C-24992,a.v.c. college of engineering,Tamil Nadu,https://www.avccengg.net
C-19614,avn institute of engineering & technology,Telangana,https://www.avniet.ac.in
C-36970,avs engineering college,Tamil Nadu,https://www.avsenggcollege.ac.in
C-8199,"awh engineering college, kuttikkattoor",Kerala,https://www.awhengg.org
C-8205,"axis college of engineering and technology, murikkingal",Kerala,https://www.axiscet.ac.in
C-10277,baba banda singh bahadur engineering college,Punjab,https://www.bbsbec.edu.in
C-27841,"baba farid college of engineering& technology, bathinda",Punjab,https://www.bfcet.com
C-24558,"baba farid institute of technology, dehradun",Uttarakhand,https://www.bfitdoon.com
C-18006,"baba institute of technology & science, p.m. palem, bakkannapalem village,  madhurawada, pin-530048 (cc-nr)",Andhra Pradesh,https://www.bitsvizag.com
C-10282,baba isher singh institute of technology vpo-gagra,Punjab,https://www.bisinstitutes.in
C-43064,"babasaheb naik college of engineering, pusad",Maharashtra,https://www.bncoepusad.ac.in
C-76260,babasaheb phadtare engineering & technology,Maharashtra,https://dkkkpbpp.edu.in/
C-46386,"babu banarasi das institute of technology, ghaziabad",Uttar Pradesh,https://www.bbdit.edu.in
C-46885,"babu banarasi das northern india institute of technology, lucknow",Uttar Pradesh,https://www.bbdniit.ac.in
C-28745,"babu banarsi das institute of technology b,ed, ghaziabad",Uttar Pradesh,https://www.bbdit.edu.in
C-43539,"b.a college of engineering, jamshedpur",Jharkhand,https://bacet.ac.in
C-26141,baddam bal reddy institute of technology and business school,Telangana,https://www.bbrit.in
C-1250,"bahubali college of engineering, shravanabelagola",Karnataka,https://www.bce.org.in
C-58531,bajaj institute of technology,Maharashtra,https://www.bitwardha.ac.in
C-55756,bakhtiyarpur college of engineering,Bihar,https://www.bcebakhtiyarpur.ac.in
C-71891,balaji institute of technology,Odisha,https://BALAJICOLLEGE.COM
C-19874,balaji institute of technology & science,Telangana,https://www.bitswgl.ac.in
C-30162,"balasore college of engineering and technology, (bcet), balasore",Odisha,https://www.bcetodisha.ac.in
C-51474,bal krishna institute of technology,Rajasthan,https://www.bkitkota.com
C-18901,"ballarpur institute of technology, ballarpur",Maharashtra,https://www.bitedu.co.in
C-21320,balwant singh mukhiya (bsm) college of engineering,Uttarakhand,https://www.bsmcoer.com
C-19539,bandari srinivas institute of technology,Telangana,https://www.bsit.org.in
C-166,"b and b institute of technology,vallabh vidhyanagar - gia 604 ",Gujarat,https://www.bbit.ac.in
C-422,"b and b institute of technology,vallabh vidhyanagar (sfi) 605",Gujarat,https://www.bbit.ac.in
C-1260,"bangalore college of engineering & tech, bangalore",Karnataka,http://www.bcet.co.in
C-1340,"bangalore institute of technology, bangalore-560 004",Karnataka,https://www.bit-bangalore.edu.in
C-1418,"bangalore technological institute, bangalore",Karnataka,https://www.btibangalore.org
C-36984,bannari amman institute of technology,Tamil Nadu,https://www.bitsathy.ac.in
C-36228,"bansal college of engineering, mandideep",Madhya Pradesh,https://www.bce.ac.in
C-49307,"bansal institute of engineering & technology,lucknow",Uttar Pradesh,https://www.bansaliet.in
C-41351,"bansilal ramnath agarwal charitable trusts vishwakarama institute of technology, apper indiranagar, pune  411037",Maharashtra,https://www.vit.edu
C-42660,"bapatla engineering college, bapatla",Andhra Pradesh,https://www.becbapatla.ac.in
C-39453,"bapatla women's engineering college, bapatla",Andhra Pradesh,https://www.bwecbapatla.in
C-1428,"bapuji institute of engineering & technology, davanagere",Karnataka,http://www.bietdvg.edu
C-18935,"bapurao deshmukh engineering college, sewagram",Maharashtra,https://www.bdce.edu.in
C-59806,barak valley engineering college,Assam,https://www.bvec.ac.in
C-30165,"barrister ranjit mohanty  international institute of technology (brmiit), bhubaneswar",Odisha,https://www.brm.edu.in
C-1245,"basava kalyan engineering college,  basava kalyan",Karnataka,https://www.betbkec.com
C-1360,"basaveshwar engineering college, bagalkot",Karnataka,https://www.becbgk.edu
C-43619,"baselios mathew ii college of engineering, sasthamcottah, kollam",Kerala,https://www.bmce.ac.in
C-48169,"baselios thomas i catholicose college of engineering & technology, syrian park, koothattukulam",Kerala,https://www.btcc.ac.in
C-1236,"bearys institute of technology, mangalore",Karnataka,https://www.bitmangalore.edu.in
C-29077,"be-con institute of technology meerut bypass road, opp. raj kamal handloom factory, pratapur, meerut ph. no :- 2611621, 2511336, 2645381",Uttar Pradesh,http://beacon.ac.in
C-73774,behara college of engineering and technology    ,Andhra Pradesh,https://www.bcet.in
C-17976,"bellamkonda institute of technology & science, kambhalapadu, podili-523240, (cc-ph)",Andhra Pradesh,https://www.bitspodili.com
C-6245,bengal college of engineering and technology 125,West Bengal,https://www.bcetdgp.ac.in
C-6294,bengal institute of technology 121,West Bengal,https://www.bitcollege.in
C-35949,"bethesda institute of technology & science, gram ratwai, (chitora road), morar cant gwalior-474006",Madhya Pradesh,https://www.bitsgwalior.com
C-34528,"bgp's hitech institute of technology, midc, waluj, aurangabad.",Maharashtra,https://www.hitechengg.edu.in
C-69494,bgs college of engineering and technology,Karnataka,https://www.bgscet.ac.in
C-52124,bhabha college of engineering,Madhya Pradesh,https://WWW.BHABHACE.IN
C-30169,"bhadrak institute of engineering and technology, (biet), bhadrak",Odisha,https://www.bietbhadrak.ac.in
C-42781,bhagalpur college of engineering,Bihar,https://www.bcebhagalpur.ac.in/
C-58072,bhagwan arihant institute of technology,Gujarat,https://www.bmefcolleges.edu.in
C-32912,bhagwan parshuram institute of technology,Delhi,https://www.bpitindia.ac.in
C-48493,"bhagwant institute of technology, barshi",Maharashtra,https://bitbarshi.edu.in/
C-28863,"bhagwant institute of technology bughwantpuram, muzaffarnagar",Uttar Pradesh,https://www.bhagwantgroup.com
C-46084,"bhagwant institute of technology, muzaffar nagar",Uttar Pradesh,https://www.bhagwantgroup.com
C-72351,bhagwati institute of technology and science,Uttar Pradesh,https://bhagwati.ac.in
C-29458,bhai gurdas institute of engineering and technology,Punjab,https://www.bgiet.ac.in
C-16475,bharathidasan engineering college,Tamil Nadu,https://www.bec.ac.in
C-26806,"bharath niketan engineering college, theni",Tamil Nadu,https://www.bnec.ac.in
C-19637,bharat institute of engineering & technology,Telangana,https://www.biet.ac.in
C-19924,bharat institute of technology,Telangana,https://www.bitpharmacy.com
C-31489,bharat institute of technology and science datia,Madhya Pradesh,https://www.bitsdatia.in
C-46964,bharat institute of technology meerut,Uttar Pradesh,https://www.bitmeerut.co.in
C-35417," bharati vidyapeeth (deemed to be university) college of engineering, pune",Maharashtra,https://www.bvuniversity.edu.in/coepune/
C-69992,bharati vidyapeeth deemed to be university department of engineering and technology off-campus,Maharashtra,https://www.bvuniversity.edu.in/doemumbai/
C-32863,bharati vidyapeeth's college of engineering,Delhi,https://www.bvcoend.ac.in
C-41377,"bharati vidyapeeths college of engineering for women, pune",Maharashtra,https://coewpune.bharatividyapeeth.edu
C-11135,"bharati vidyapeeth's college of engineering, kolhapur",Maharashtra,http://coekolhapur.bharatividyapeeth.edu
C-41597,"bharati vidyapeeths college of engineering, lavale  address: lavale  taluka: mulashi district: pune",Maharashtra,https://bvcoe.bharatividyapeeth.edu/
C-15624,bharti college of engineering and technology,Chhattisgarh,https://www.bharticollege.org
C-25182,"bhartiya institute of engineering & technology,sikar",Rajasthan,https://www.bietsikar.ac.in
C-15687,"bhart ratna indira gandhi college of engineering  solapur,-pune national highway no 9, gat no.58 3,kegaon  dist. solapur,",Maharashtra,https://www.bigce.org.in
C-19823,bhaskar engineering college,Telangana,https://www.bec.edu.in
C-71889,bhaskar institute of technology and science,Andhra Pradesh,https://www.bitsrayachoty.com
C-26903,"bheema institute of technology & sciences, adoni",Andhra Pradesh,"https://www.bitsadoni.ac,in"
C-1261,"bhemanna khandre  institute of technology, bhalki",Karnataka,https://www.bkitbhalki.org
C-234,b. h. gardi college of engineering & technology (sfi)-rajkot 503 ,Gujarat,https://www.gardividyapith.ac.in
C-16658,bhilai institute of technology durg,Chhattisgarh,https://www.bitdurg.ac.in
C-16634,"bhilai institute of technology kendri, raipur",Chhattisgarh,"https://bitraipur.ac.in, bitraipur.com"
C-17944,"bhimavaram institute of engineering & technology, swamy gnananadha ashram road, pennada, bhimavaram , pin - 534243(cc-ap)",Andhra Pradesh,https://www.bietbvrm.ac.in
C-19576,bhoj reddy engineering college for women,Telangana,https://www.brecw.ac.in
C-51603,bhopal institute of technology and science,Madhya Pradesh,https://www.globus.ac.in
C-51609,"bhopal institute of technology, bhopal ",Madhya Pradesh,https://www.globus.ac.in/bit
C-30155,"bhubaneswar college of engineering, (bce), khordha",Odisha,https://www.bceodisha.co.in
C-30048,"bhubaneswar engineering college, (bec), bhubaneswar, khordha",Odisha,https://www.becbbsr.ac.in
C-30125,"bhubaneswar institute of technology, (bit), infovalley, harapur, bhubaneswar",Odisha,https://www.bit.edu.in
C-31,"bhulabhai vanmalibhai patel institute of technology(d.s),umrakh 656",Gujarat,https://www.bvpit.ac.in
C-53754,bijuri institute of technology,Madhya Pradesh,https://www.bit8007.com
C-50030,"biluru gurubasava mahaswamiji institute of technology, mudhol",Karnataka,https://www.bgmitm.ac.in
C-49906,bineswar brahma engineering college,Assam,https://www.bbec.ac.in
C-6215,birbhum institute of engineering and technology 118,West Bengal,https://www.bietsuri.ac.in
C-55231,"birla institute of technology and science pilani,hyderabad campus",Telangana,https://-
C-61982,birla institute of technology and science pilani k k birla goa campus,Goa,https://www.bits-pilani.ac.in
C-70180,birla institute of technology off campus jaipur,Rajasthan,https://www.bitmesra.ac.in/5
C-68948,birsa institute of technology (trust),Jharkhand,https://www.bittpolytechnic.com 
C-21308,bishambhar sahay institute of technology,Uttarakhand,https://www.bsigrouprke.com
C-25175,"b k birla institute of engineering & technology, pilani",Rajasthan,https://www.bkbiet.ac.in
C-30110,"black diamond college of engineering and technology, (bdcet), jharsuguda",Odisha,https://www.bdcet.in
C-1310,"bldeas  v.p. dr. p.g. halakatti college of engineering and technology, vijayapur",Karnataka,https://www.bldeacet.ac.in
C-76046,blue diamond institute of technology,Bihar,https://www.bluediamondit.in/
C-19309,b.m. institute of engineering and technology,Haryana,https://www.bmiet.net
C-1262,"bms college of engineering, bangalore",Karnataka,https://www.bmsce.ac.in
C-46883,"b n college of engineering and technology, lucknow",Uttar Pradesh,https://www.bncet.ac.in
C-1398,"b n m institute of technology, bangalore",Karnataka,https://www.bnmit.org
C-76678,bokaro institute of technology,Jharkhand,https://www.bitbokaro.com
C-19733,bomma institute of technology science,Telangana,https://www.bomma.ac.in
C-18084,bonam venkata chalamayya engineering college,Andhra Pradesh,https://www.bvcec.edu.in
C-57157,"b. p. mandal college of engineering, madhepura",Bihar,https://www.bpmcemadhepura.org
C-15774,"brahmdevdada mane institute of technology gat no. 137. belati.  tal north solapur,",Maharashtra,https://www.bmitsolapur.org
C-19758,brilliant institute of engineering & technology,Telangana,https://www.b-iet.ac.in
C-26922,brindavan institute of technology & science,Andhra Pradesh,https://www.bitskurnool.edu.in
C-33316,brsm college of agricultural engineering and technology,Chhattisgarh,https://brsmcaet.org
C-46411,"b s a college of engineering and technology, mathura",Uttar Pradesh,https://www.bsacet.org
C-49123,buddha institute of technology,Bihar,http://bodhgayabit.net/en/home/
C-46768,"buddha institute of technology , gorakhpur",Uttar Pradesh,https://www.bit.ac.in
C-6239,budge budge institute of technology 276,West Bengal,https://www.bbit.edu.in
C-46805,"bundelkhand institute of engineering and technology, jhansi",Uttar Pradesh,https://www.bietjhs.ac.in
C-18063,"bvc college of engineering, palacharla, rajanagaram mandal, pin-533104(cc-6m)",Andhra Pradesh,https://www.bvcr.edu.in
C-19569,b.v raju institute of technology,Telangana,https://www.bvrit.ac.in
C-48145,bvrit hyderabad college of engineering for women.,Telangana,https://www.bvrithyderabad.edu.in
C-11812,"caarmel engineering college, perinadu, ranni- 689 711",Kerala,https://www.bccaarmel.ac.in
C-16495,c. abdul hakeem college of engineering and technology,Tamil Nadu,https://www.cahcet.in
C-6193,calcutta institute of technology 177,West Bengal,https://www.cit.urschard.in
C-43257,cambridge institute of technology,Jharkhand,https://www.citranchi.ac.in
C-1416,"cambridge institute of technology, bangalore-560036",Karnataka,https://www.cambridge.edu.in
C-50028,"cambridge institute of technology north campus, bangalore",Karnataka,https://northcampus.cambridge.edu.in/
C-6148,camellia institute of engineering and technology 271,West Bengal,https://www.ciet.net.in
